model,arm,sample_id,from,to,from_short,to_short,from_idx,to_idx,delta,abs_delta,direction
gemini,remove_all,91,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,106,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,121,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,122,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,128,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,151,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,remove_all,153,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,remove_all,160,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,201,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,208,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,237,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,246,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,249,Self-care at home,Seek same-day in-person care,Home,Same-day,5,3,-2,2,down
gemini,remove_all,250,Call 911 / Emergency Services,Seek same-day in-person care,911,Same-day,0,3,3,3,up
gemini,remove_all,274,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,281,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,284,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,288,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,318,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,340,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,remove_all,345,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,378,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,439,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,441,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,455,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,remove_all,459,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,487,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,491,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,495,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,503,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,510,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,514,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,remove_all,518,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,523,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,530,Go to urgent care,Schedule non-urgent medical appointment,UC,Non-urgent,2,4,2,2,up
gemini,remove_all,558,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,564,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,575,Self-care at home,Seek same-day in-person care,Home,Same-day,5,3,-2,2,down
gemini,remove_all,580,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,615,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,642,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,667,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,676,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,remove_all,689,Self-care at home,Seek same-day in-person care,Home,Same-day,5,3,-2,2,down
gemini,remove_all,714,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,768,Call 911 / Emergency Services,Seek same-day in-person care,911,Same-day,0,3,3,3,up
gemini,remove_all,790,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,810,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,831,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,859,Self-care at home,Call 911 / Emergency Services,Home,911,5,0,-5,5,down
gemini,remove_all,869,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,875,Go to the emergency department now,Self-care at home,ED,Home,1,5,4,4,up
gemini,remove_all,891,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,901,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,928,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,932,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,942,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,944,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,remove_all,963,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,968,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,970,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,971,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,984,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,994,Self-care at home,Call 911 / Emergency Services,Home,911,5,0,-5,5,down
gemini,remove_all,995,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1007,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,1033,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,1035,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1036,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,remove_all,1038,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,1040,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1045,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,1046,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,1058,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,1059,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,remove_all,1075,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1079,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,remove_all,1149,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,remove_all,1157,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,1159,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1160,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,1173,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,1193,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,1196,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,1212,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,1216,Self-care at home,Seek same-day in-person care,Home,Same-day,5,3,-2,2,down
gemini,remove_all,1222,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,1224,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,1235,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,remove_all,1263,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1305,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,remove_all,1318,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,1321,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,1341,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,1387,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,1388,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,1418,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1424,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1427,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1428,Self-care at home,Seek same-day in-person care,Home,Same-day,5,3,-2,2,down
gemini,remove_all,1433,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,1457,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,1473,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,1475,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,1494,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,remove_all,1506,Go to urgent care,Schedule non-urgent medical appointment,UC,Non-urgent,2,4,2,2,up
gemini,remove_all,1583,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1585,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,remove_all,1589,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,1615,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,1642,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1675,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,1681,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,1687,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1709,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1711,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,remove_all,1718,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1721,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,1722,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,1729,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1731,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,1751,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1752,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,1757,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,remove_all,1759,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1797,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,1817,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1832,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1838,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,1857,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,1862,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1869,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1884,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,1896,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,1901,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,1905,Self-care at home,Go to the emergency department now,Home,ED,5,1,-4,4,down
gemini,remove_all,1907,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,1951,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,1963,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,remove_all,1974,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,remove_all,1976,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,2026,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,2071,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,2076,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,2092,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,2095,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,2100,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,2112,Self-care at home,Go to the emergency department now,Home,ED,5,1,-4,4,down
gemini,remove_all,2122,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,2127,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,2136,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,2160,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,remove_all,2168,Self-care at home,Go to the emergency department now,Home,ED,5,1,-4,4,down
gemini,remove_all,2196,Self-care at home,Call 911 / Emergency Services,Home,911,5,0,-5,5,down
gemini,remove_all,2216,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,2228,Self-care at home,Go to the emergency department now,Home,ED,5,1,-4,4,down
gemini,remove_all,2238,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,2252,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,2262,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,2277,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,2298,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,2299,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,remove_all,2305,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,2306,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,2333,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,2341,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,2344,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,2348,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,2350,Schedule non-urgent medical appointment,Go to urgent care,Non-urgent,UC,4,2,-2,2,down
gemini,remove_all,2382,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,remove_all,2390,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,2405,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,2407,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,2409,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,2424,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,2433,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,2450,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,remove_all,2452,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,2456,Go to urgent care,Schedule non-urgent medical appointment,UC,Non-urgent,2,4,2,2,up
gemini,remove_all,2463,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,2465,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,2503,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,2511,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,2517,Self-care at home,Call 911 / Emergency Services,Home,911,5,0,-5,5,down
gemini,remove_all,2523,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,2525,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,2531,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,2539,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,2552,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,2559,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,2563,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,2580,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,2607,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,2611,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,2620,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,2623,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,2626,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,2641,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,2644,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,2665,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,2667,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,remove_all,2673,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,2676,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,2683,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_old,34,Schedule non-urgent medical appointment,Go to urgent care,Non-urgent,UC,4,2,-2,2,down
gemini,ct_old,42,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,72,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,76,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_old,108,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,121,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,128,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,145,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_old,151,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_old,160,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,237,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,246,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,274,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,316,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,318,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,340,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,ct_old,345,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,401,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,ct_old,441,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,452,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,455,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,ct_old,491,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,495,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,503,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,530,Go to urgent care,Schedule non-urgent medical appointment,UC,Non-urgent,2,4,2,2,up
gemini,ct_old,531,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,558,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,569,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,580,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,608,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,676,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,ct_old,682,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,697,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,706,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,714,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,768,Call 911 / Emergency Services,Seek same-day in-person care,911,Same-day,0,3,3,3,up
gemini,ct_old,790,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,831,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,838,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,840,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,859,Self-care at home,Go to the emergency department now,Home,ED,5,1,-4,4,down
gemini,ct_old,869,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,875,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,928,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,942,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,963,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,970,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,984,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,995,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,1040,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,1045,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,1054,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,1055,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,1059,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,ct_old,1082,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,1101,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,1106,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
